Date,City,AQI,PM2.5,PM10,Ozone,NO2,CO,SO2,Temperature,Humidity
2023-03-13,Austin,124,25.76,47.32,52.44,47.42,1.489,13.16,29.2,42.5
2023-12-05,San Jose,89,18.64,44.37,43.81,33.32,2.202,12.75,3.1,73.7
2023-11-18,Austin,90,23.82,48.84,50.42,38.55,2.322,12.23,,62.5
2023-05-08,Jacksonville,110,21.06,48.76,73.58,45.69,2.121,15.78,27.6,26.9
2023-11-04,Dallas,81,18.51,51.73,63.72,38.98,,16.62,7.4,76.8
2023-11-13,Austin,,15.41,35.01,60.19,36.89,1.419,20.26,2.0,80.5
2024-02-23,Philadelphia,,17.75,48.51,97.1,42.34,2.308,10.85,49.7,44.8
2024-02-17,Jacksonville,127,22.32,45.59,88.1,36.69,2.01,10.9,34.2,29.2
2023-10-30,Dallas,124,27.67,64.33,52.37,40.67,2.129,22.44,-1.4,89.3
2023-05-11,Houston,131,26.95,56.11,67.69,46.22,3.144,14.2,21.8,37.3
2024-03-06,Austin,97,24.62,57.43,87.71,28.78,1.532,18.89,30.1,37.3
2023-11-24,Charlotte,95,24.26,49.22,52.44,46.78,2.056,14.49,-8.4,72.2
2024-01-24,Austin,107,22.36,45.38,79.08,33.12,1.328,18.51,22.2,42.4
2023-06-28,San Jose,108,22.86,56.76,50.12,52.55,1.719,11.0,9.1,70.7
2024-08-05,Phoenix,89,20.8,45.94,63.51,51.58,2.199,18.81,10.2,92.8
2024-02-20,Dallas,144,33.08,68.39,70.68,41.44,2.624,22.8,22.6,58.8
2023-01-01,Phoenix,132,32.67,67.09,62.29,44.48,1.924,14.98,9.0,47.1
2023-10-21,Houston,112,26.62,53.09,59.93,44.62,2.961,20.83,5.2,
2024-03-16,Fort Worth,130,25.8,62.96,75.04,49.19,2.543,16.66,31.0,18.2
2024-08-16,San Jose,74,16.99,36.38,42.16,37.41,1.935,15.63,3.8,59.1
2024-11-01,Philadelphia,115,25.74,55.39,62.99,41.07,2.728,12.34,-5.8,78.0
2024-04-21,San Diego,107,24.9,57.16,71.3,38.77,1.361,10.19,29.3,18.4
2024-03-28,Austin,118,24.66,64.28,78.03,38.06,2.139,18.7,27.7,54.1
2023-08-07,Dallas,97,21.69,57.1,77.31,54.76,2.063,20.54,7.7,81.2
2024-04-29,Fort Worth,106,23.44,54.78,79.51,44.42,2.312,19.67,31.2,22.8
2023-06-23,Austin,90,25.29,52.45,75.01,37.1,1.821,16.89,16.1,64.9
2023-03-28,Phoenix,161,35.69,86.83,115.2,47.75,2.375,15.79,34.4,37.9
2024-06-11,Austin,99,24.08,56.25,80.85,42.73,2.145,22.18,32.4,49.3
2024-10-10,San Jose,81,16.16,40.37,60.88,36.53,1.717,13.89,-6.1,82.4
2023-12-10,Los Angeles,113,27.25,61.81,59.74,44.69,2.947,19.72,10.2,63.0
2023-08-29,Austin,82,20.48,43.39,48.23,43.81,2.447,14.06,5.4,78.1
2023-11-14,Houston,112,26.96,58.2,61.48,59.24,2.564,20.32,3.3,88.4
2023-07-23,Chicago,107,26.13,46.72,63.51,39.27,2.123,15.12,8.8,61.1
2023-01-26,New York,136,,74.68,73.4,43.48,2.534,9.08,21.1,36.4
2023-09-08,San Diego,64,18.98,37.28,46.04,37.78,1.462,12.71,-5.5,82.7
2024-09-17,Columbus,86,21.74,38.79,49.8,43.18,2.255,14.48,-4.5,72.8
2023-03-16,San Diego,98,21.45,51.16,70.65,27.53,1.478,7.48,28.4,8.6
2024-02-29,Charlotte,147,34.68,77.14,68.34,39.93,1.791,14.97,25.2,33.3
2024-10-06,San Jose,109,23.7,50.3,47.15,33.47,1.446,16.36,1.3,94.6
2023-07-19,Jacksonville,97,18.52,47.23,67.44,34.67,1.734,14.42,7.9,63.4
2024-12-14,San Antonio,108,22.21,54.43,57.58,36.49,2.408,14.44,0.8,81.0
2024-05-21,San Antonio,108,24.8,58.3,79.21,50.49,2.058,14.98,,28.6
2023-09-07,Chicago,89,24.0,53.67,52.32,42.22,1.493,12.28,0.3,84.1
2024-11-02,Jacksonville,89,20.25,43.43,63.77,42.12,1.85,17.17,6.0,92.0
2023-01-06,Charlotte,92,21.76,48.86,75.12,41.3,1.865,8.03,26.2,39.4
2023-04-20,Fort Worth,131,31.33,73.56,79.42,41.23,2.331,23.57,30.6,19.4
2024-03-11,Houston,128,30.05,73.39,93.37,,2.173,18.94,32.4,35.1
2023-06-30,Fort Worth,99,23.37,45.75,59.09,45.69,1.978,18.05,22.5,94.4
2024-12-13,Dallas,100,23.74,49.47,57.96,35.98,2.704,17.02,9.6,84.7
2024-04-20,New York,116,32.17,70.64,85.11,37.57,2.419,,33.4,13.1
2024-07-24,Houston,136,28.19,70.21,62.99,50.1,3.098,17.12,3.7,62.9
2023-05-05,San Diego,114,28.32,48.68,91.34,38.0,1.872,15.4,41.3,32.9
2023-05-17,Fort Worth,113,21.46,37.92,77.32,41.29,1.999,18.25,23.0,32.8
2024-04-20,Austin,94,26.0,60.33,83.34,37.57,2.056,13.74,31.3,46.2
2024-06-27,Dallas,132,25.48,52.28,73.67,49.51,1.747,9.58,14.1,60.7
2024-09-01,Philadelphia,97,26.45,57.36,58.27,52.12,2.999,16.92,-4.9,85.6
2024-03-29,San Jose,101,18.86,39.75,80.27,40.11,2.018,11.08,39.2,26.0
2024-05-31,San Antonio,113,25.44,58.18,52.1,42.41,1.683,14.21,21.2,41.2
2024-07-15,San Diego,93,20.5,46.72,42.17,35.09,0.856,11.06,7.4,74.0
2023-06-12,Jacksonville,100,24.94,61.74,69.74,38.15,1.744,11.87,19.6,44.9
2024-05-01,San Diego,79,16.72,34.8,69.94,38.57,,14.32,28.4,30.4
2024-04-27,Charlotte,111,27.37,60.02,68.65,43.59,2.272,18.72,26.6,38.5
2023-09-23,Fort Worth,76,15.74,35.88,51.93,42.34,2.308,16.6,-1.7,95.0
2023-09-11,Columbus,114,26.44,59.18,49.9,40.84,1.622,17.49,3.9,74.8
2024-10-14,Phoenix,117,26.48,65.55,55.84,41.01,2.605,13.51,,84.3
2024-06-17,San Diego,92,23.36,47.05,67.61,36.99,1.938,11.41,11.1,67.4
2024-10-03,Houston,111,24.14,55.61,49.66,47.64,2.521,,-4.7,97.7
2023-10-09,San Diego,60,15.56,36.3,53.09,31.88,2.35,13.65,6.5,67.5
2023-03-21,Jacksonville,133,28.81,71.73,57.17,37.18,2.255,11.06,26.8,16.6
2024-08-29,Chicago,128,28.07,58.15,59.97,48.66,2.485,15.51,6.9,69.5
2023-10-20,Houston,98,25.19,57.54,72.01,41.74,2.505,25.16,-4.9,80.1
2023-10-06,Philadelphia,94,23.23,40.75,52.97,48.35,2.729,19.31,-5.0,83.6
2023-11-24,Charlotte,113,23.88,,44.77,37.4,1.843,9.0,4.0,65.8
2024-07-07,Los Angeles,173,35.11,94.32,55.61,57.64,3.049,18.38,10.3,62.9
2023-05-22,Chicago,111,25.93,59.07,,43.4,2.91,17.52,19.5,41.6
2023-08-25,San Antonio,102,22.02,41.43,53.36,33.28,1.906,20.91,-7.5,72.0
2024-12-11,Chicago,100,23.2,54.7,55.39,42.8,3.1,21.2,0.8,84.0
2024-12-24,Houston,136,29.97,70.56,57.09,48.67,3.117,17.76,15.4,59.2
2023-03-07,San Antonio,115,23.26,61.24,90.4,,2.39,16.18,35.7,12.6
2024-02-22,Philadelphia,129,32.99,61.25,88.85,48.7,2.549,15.86,26.9,44.0
2024-07-09,San Diego,125,27.4,49.62,50.55,32.97,1.209,16.62,19.7,62.1
2024-03-01,New York,84,22.06,,73.01,44.44,2.508,15.01,19.7,30.3
2023-07-31,Columbus,139,29.6,64.29,67.46,46.02,1.808,17.35,6.2,73.7
2024-03-06,San Antonio,127,29.14,69.2,77.02,43.35,1.51,23.39,31.4,31.2
2024-08-21,Jacksonville,84,20.26,42.69,53.01,43.19,2.135,19.75,,68.6
2023-01-21,Columbus,93,24.54,50.92,53.35,41.31,2.146,13.63,16.0,60.5
2024-08-12,San Antonio,66,14.09,35.98,54.82,43.56,1.901,19.53,3.3,92.4
2024-05-03,New York,122,29.45,68.06,76.09,36.53,2.183,19.21,22.9,34.7
2023-12-27,Phoenix,136,29.42,65.01,69.93,52.92,2.636,18.07,11.7,56.5
2024-08-27,Charlotte,84,20.05,45.07,44.97,35.74,2.806,8.91,0.5,86.3
2024-02-04,Columbus,147,32.6,69.39,68.77,37.52,2.217,9.92,26.6,44.0
2024-03-05,Dallas,138,30.59,61.48,103.01,51.69,,13.52,38.5,18.4
2024-07-13,Fort Worth,97,24.5,51.53,69.36,46.5,2.692,23.66,9.3,59.4
2024-09-09,Charlotte,117,24.87,54.01,54.41,41.46,1.995,16.85,-3.0,94.3
2023-08-14,San Diego,90,20.97,42.85,44.92,33.54,1.759,9.43,2.5,78.2
2023-08-13,Phoenix,110,23.36,51.47,58.13,54.8,2.241,9.49,1.6,68.4
2024-03-22,San Diego,97,19.31,40.39,74.9,39.62,1.709,13.57,25.6,23.3
2023-01-30,San Antonio,122,25.39,63.54,59.42,47.95,1.799,18.72,22.0,30.8
2023-12-11,Austin,108,,50.73,47.65,41.24,2.004,13.45,12.4,64.4
2024-11-26,Fort Worth,99,26.89,56.04,62.7,40.67,2.492,14.74,9.1,77.0
2024-02-19,Jacksonville,121,26.87,64.45,77.57,34.87,1.245,11.82,33.3,39.6
2023-06-19,Columbus,111,26.46,51.94,79.64,30.19,2.096,13.04,29.5,31.1
2024-04-23,Charlotte,121,23.54,56.75,88.81,39.66,1.918,17.22,25.0,36.4
2023-05-11,San Jose,115,23.94,53.73,57.21,41.85,1.825,9.12,21.6,33.7
2024-06-30,New York,93,20.98,48.96,78.61,45.78,2.304,12.77,14.0,75.9
2024-02-08,San Jose,80,21.71,,56.89,36.67,1.664,11.41,21.7,44.3
2024-07-31,Austin,94,24.17,47.54,45.84,44.48,1.925,20.14,16.2,94.3
2023-01-28,Los Angeles,170,36.12,84.9,72.79,47.58,2.818,21.67,14.1,30.9
2024-10-20,San Antonio,88,23.12,42.61,58.87,39.81,2.372,9.47,5.6,88.0
2023-05-19,Columbus,125,27.81,52.26,80.59,43.59,1.335,17.01,29.9,46.7
2024-04-17,Chicago,141,34.49,70.31,79.31,45.72,2.635,18.49,29.6,48.2
2023-02-21,Phoenix,145,33.02,71.04,83.43,43.22,3.126,14.37,26.0,34.3
2024-01-24,Philadelphia,121,26.17,53.31,87.0,40.77,2.413,18.81,16.4,46.1
2023-08-05,San Diego,80,15.72,35.67,62.95,36.99,1.556,16.13,16.2,67.9
2023-12-01,Philadelphia,103,27.06,56.88,70.32,42.73,2.285,16.18,14.0,54.9
2024-01-24,Phoenix,133,31.53,66.37,60.44,45.22,2.644,13.46,12.8,39.4
2024-03-07,Phoenix,157,36.2,76.54,107.05,47.99,2.376,13.78,33.2,48.4
2023-03-25,San Diego,88,20.87,43.67,60.18,30.66,1.819,14.4,23.2,41.0
2023-01-20,Jacksonville,83,20.35,48.49,56.06,34.29,1.963,16.0,20.8,51.9
2024-07-06,New York,143,32.44,58.02,58.2,47.97,1.474,16.33,16.6,67.7
2023-12-25,Houston,134,32.66,66.22,69.06,59.46,2.391,14.89,9.0,66.9
2024-10-27,Los Angeles,128,27.91,61.46,63.95,54.68,2.454,14.34,0.5,91.1
2024-10-29,New York,96,25.04,58.37,49.89,48.12,2.313,16.9,3.2,77.6
2023-02-01,Houston,124,30.01,70.16,106.86,49.33,2.42,20.18,34.0,22.6
2023-07-24,Columbus,79,19.29,41.86,43.55,42.25,2.182,20.0,14.5,60.6
2023-01-21,San Jose,109,23.94,56.13,83.8,33.35,1.699,9.41,35.1,59.5
2023-06-06,Houston,113,27.22,59.04,87.39,45.24,2.493,20.04,28.1,40.7
2023-05-10,San Diego,89,16.22,36.41,70.87,35.46,2.147,10.94,27.4,39.7
2024-11-16,Los Angeles,141,30.02,59.99,66.73,44.07,2.807,21.17,3.3,93.6
2024-07-31,Houston,136,31.51,72.93,72.6,49.35,3.267,24.78,12.9,71.4
2024-04-21,Jacksonville,91,21.94,51.87,75.97,43.76,2.108,13.02,26.2,33.0
2023-09-20,Fort Worth,95,23.61,50.43,,42.81,,10.75,0.4,80.5
2024-01-13,Chicago,132,27.9,71.31,50.73,52.71,2.31,13.1,19.3,60.6
2024-09-12,San Jose,122,25.83,55.56,48.68,46.12,1.619,17.07,6.7,79.8
2023-04-28,Fort Worth,115,26.12,65.24,80.08,45.12,2.359,,34.5,9.3
2023-06-17,Phoenix,114,29.61,65.21,65.65,46.93,2.594,17.14,16.0,60.5
2023-04-21,San Jose,110,18.93,47.73,80.18,42.6,1.898,10.81,31.2,34.7
2023-01-27,Charlotte,108,26.24,60.49,60.25,42.11,1.425,15.87,21.3,47.3
2023-11-16,San Jose,63,15.27,36.37,52.7,38.28,1.258,19.66,9.2,57.0
2024-11-24,Charlotte,98,24.18,53.93,51.01,45.51,2.107,11.73,6.9,80.7
2024-01-20,San Antonio,121,28.71,58.36,,34.09,1.682,18.56,11.7,59.2
2023-07-23,Los Angeles,131,31.55,62.59,68.31,47.22,3.045,17.06,13.1,96.2
2024-08-29,Jacksonville,82,21.11,50.81,51.5,39.17,2.209,12.89,1.8,69.5
2024-10-04,Houston,109,23.65,50.06,53.24,48.39,2.719,14.18,,80.4
2023-04-15,Jacksonville,118,28.17,60.92,74.34,31.97,1.757,11.8,26.1,30.4
2023-11-05,Columbus,88,19.46,42.63,55.92,36.58,1.846,14.19,12.8,61.6
2024-12-01,San Jose,111,23.48,44.67,45.26,40.18,2.381,11.17,-3.9,76.0
2023-05-04,Fort Worth,143,33.45,54.4,66.64,50.46,2.366,12.52,26.6,50.6
2024-08-02,Fort Worth,98,21.67,47.27,64.27,43.63,2.117,16.89,13.9,65.2
2023-02-12,Philadelphia,109,21.77,46.0,81.55,46.42,2.166,21.37,19.8,40.2
2024-06-29,San Antonio,113,25.41,52.64,56.36,49.04,1.467,23.69,10.0,47.6
2024-11-08,Philadelphia,93,22.12,44.64,61.73,38.04,2.153,14.48,3.8,73.4
2023-03-12,Dallas,145,32.88,74.54,74.88,49.29,,12.68,22.2,29.6
2024-10-25,Philadelphia,113,25.14,54.15,61.57,47.88,2.443,14.06,7.3,84.3
2023-01-13,Columbus,98,24.12,48.43,61.88,31.81,1.81,,17.9,53.7
2024-03-06,Columbus,107,28.56,62.36,72.06,41.59,,12.81,29.4,38.0
2024-05-16,Los Angeles,165,39.19,88.95,72.02,53.58,2.528,18.09,19.8,51.5
2024-03-19,Philadelphia,136,29.79,60.39,109.88,47.29,2.574,19.39,32.4,25.1
2024-10-12,Charlotte,81,20.16,42.22,52.85,33.12,2.502,16.46,-1.4,81.2
2024-04-15,Jacksonville,96,23.18,56.85,77.08,37.81,1.756,11.84,30.3,36.2
2023-06-06,San Antonio,141,28.88,69.86,74.3,47.28,2.03,13.25,23.5,59.1
2023-06-30,Jacksonville,85,18.73,40.24,62.76,38.53,2.131,9.47,14.0,58.7
2024-06-18,Austin,110,26.9,43.79,61.31,37.18,1.213,8.19,24.5,54.8
2023-10-04,San Jose,103,27.23,41.5,46.11,45.9,1.655,11.47,-1.0,96.2
2024-07-05,Fort Worth,132,27.43,65.13,62.1,42.29,2.108,,26.2,59.8
2024-05-10,San Diego,90,22.32,55.63,70.84,36.43,2.093,14.65,22.5,47.8
2024-03-22,Columbus,144,30.47,67.18,98.71,55.15,2.23,11.81,32.8,26.0
2024-08-29,Phoenix,139,32.92,61.22,60.1,47.78,2.306,17.48,2.7,83.2
2023-11-27,Columbus,83,20.29,42.29,40.03,44.65,2.03,14.42,8.9,56.8
2023-09-09,Columbus,82,20.24,37.19,66.35,43.07,2.535,7.46,12.8,65.0
2023-03-30,Phoenix,148,34.86,80.53,104.95,38.93,2.546,17.92,35.1,34.6
2024-04-06,Houston,144,32.76,80.79,109.78,51.7,2.867,18.87,37.4,12.1
2024-04-20,San Jose,106,24.14,52.84,70.04,42.4,1.837,9.48,25.8,48.8
2024-09-16,Austin,76,19.04,46.97,59.71,33.7,1.957,5.61,7.5,69.5
2024-01-24,Philadelphia,101,24.27,44.98,62.41,41.28,2.253,12.92,21.1,46.5
2023-01-30,San Diego,101,23.16,51.06,67.97,37.14,1.723,9.61,23.9,53.2
2023-11-29,Chicago,103,23.97,48.12,57.69,37.05,2.408,,9.7,59.3
2024-05-14,Houston,119,28.19,56.71,102.93,52.83,2.716,15.12,35.3,28.0
2023-12-30,Fort Worth,84,20.82,44.44,64.84,44.92,2.475,17.88,19.8,58.2
2023-09-22,Philadelphia,83,23.37,49.74,45.58,38.31,1.842,16.72,-0.6,84.1
2023-10-14,Charlotte,,20.42,37.83,52.02,34.07,1.489,11.25,3.8,94.1
2024-09-02,Jacksonville,89,21.35,45.1,51.05,44.11,1.9,14.45,-4.1,88.3
2023-10-10,Dallas,95,25.52,47.48,46.79,39.88,2.442,16.49,2.3,90.7
2023-01-11,Dallas,144,31.17,73.83,58.62,49.03,2.249,15.12,16.2,57.5
2023-07-15,Los Angeles,155,35.51,72.85,82.05,52.43,3.085,21.4,8.2,59.7
2023-09-05,Jacksonville,98,20.13,37.16,50.73,43.7,1.185,16.89,4.0,63.2
2024-02-21,San Diego,85,22.26,54.47,,35.58,1.843,15.88,21.0,48.9
2024-07-22,Fort Worth,117,27.78,59.86,60.45,41.73,1.54,18.15,8.1,55.2
2023-09-04,Jacksonville,84,20.77,43.94,52.22,33.82,1.511,12.86,-5.8,95.3
2024-05-02,Austin,112,23.61,59.97,,43.95,2.112,17.88,22.8,20.8
2024-12-29,San Diego,94,21.27,42.0,52.51,44.6,2.183,16.03,9.0,51.7
2024-04-03,Fort Worth,149,29.65,72.01,109.0,43.85,2.291,19.02,35.3,27.9
2023-01-18,Los Angeles,153,34.25,80.43,71.23,48.25,2.633,18.0,25.9,68.4
2023-10-29,Houston,126,30.2,64.89,55.76,53.89,2.876,16.76,5.7,85.3
2024-02-19,Jacksonville,117,27.59,54.05,71.35,42.49,1.805,11.11,20.6,42.2
2023-09-07,Phoenix,100,24.66,61.24,50.85,50.81,2.744,12.67,-7.1,93.6
2024-11-10,San Jose,74,18.57,46.29,40.31,38.52,1.694,14.8,8.8,59.4
2024-01-13,San Diego,74,20.62,41.68,39.12,35.91,1.566,13.38,10.1,60.2
2024-07-20,Dallas,,27.19,53.27,69.02,41.4,2.081,24.73,8.2,61.3
2023-12-19,San Antonio,112,27.47,54.79,49.16,,1.804,15.8,2.5,86.0
2024-07-17,Philadelphia,107,28.76,57.76,46.59,56.54,2.422,14.31,5.9,76.2
2023-12-27,Jacksonville,94,25.34,46.19,66.24,33.33,1.999,10.05,11.8,73.9
2024-04-09,Phoenix,134,32.41,67.61,72.09,52.32,2.237,,22.2,38.2
2023-11-10,Phoenix,126,28.09,60.11,63.27,,2.412,20.28,0.6,90.3
2023-08-25,Los Angeles,128,28.32,61.77,62.07,59.52,,17.75,-0.3,84.2
2023-07-17,Philadelphia,102,23.91,42.13,61.49,49.8,2.647,15.95,2.2,90.7
2023-05-03,Jacksonville,103,25.2,57.25,80.66,40.5,2.256,12.47,29.3,33.3
2024-07-02,Fort Worth,87,20.95,52.69,70.24,41.01,2.938,12.12,19.1,64.0
2024-12-07,Chicago,123,26.73,56.71,65.01,47.01,1.697,18.67,2.0,65.2
2023-07-16,Houston,124,28.28,64.21,73.7,53.87,2.236,13.25,4.1,68.1
2024-05-10,Phoenix,,36.25,82.38,71.53,45.4,2.604,19.4,29.3,20.6
2024-08-26,Fort Worth,82,22.51,50.52,44.81,36.51,2.312,16.31,-1.9,79.9
2024-06-21,San Jose,96,23.62,51.5,58.79,33.16,1.731,17.98,15.6,55.8
2023-10-17,Los Angeles,131,29.95,63.96,55.69,50.95,3.146,14.69,-1.6,90.4
2023-07-18,Phoenix,138,31.07,60.37,73.12,48.77,,18.57,5.8,75.8
2023-08-21,Philadelphia,97,21.12,50.61,69.92,35.77,1.972,9.89,5.4,81.1
2023-07-03,Phoenix,132,,68.3,46.1,48.77,1.649,19.98,20.1,43.6
2023-01-15,Jacksonville,92,21.3,48.58,59.89,37.52,2.187,12.82,4.7,63.5
2024-06-30,Chicago,135,28.65,74.0,57.36,48.52,2.207,17.48,8.6,53.6
2023-10-08,New York,106,25.19,51.44,57.37,41.62,2.332,18.16,-0.5,83.6
2023-02-25,Dallas,127,29.57,67.5,73.65,40.1,2.438,16.6,28.3,40.6
2023-10-27,Jacksonville,106,24.78,44.22,48.44,40.25,,13.12,-0.4,72.7
2023-05-10,Austin,117,23.03,56.0,90.41,42.3,1.487,13.68,32.6,20.7
2024-05-17,Los Angeles,145,36.51,78.33,82.8,47.06,2.59,22.29,26.0,28.4
2023-01-13,San Jose,106,23.2,47.46,71.78,26.38,1.54,7.65,25.8,48.6
2023-10-19,San Diego,92,22.95,43.65,47.53,34.14,1.92,9.53,-1.6,95.2
2024-05-05,San Diego,109,24.7,52.55,74.27,27.94,1.123,18.91,26.5,51.7
2023-12-15,Chicago,104,25.03,58.43,56.57,42.15,2.551,10.41,10.7,57.7
2023-02-22,Phoenix,135,31.02,79.42,77.67,47.13,2.143,12.07,23.8,
2024-05-04,Los Angeles,140,31.89,70.04,89.21,55.07,2.539,21.29,30.4,29.8
2023-03-08,San Antonio,113,27.79,59.4,78.29,36.79,2.197,15.55,24.9,43.4
2024-05-18,Los Angeles,146,34.21,76.32,85.13,57.93,2.264,18.68,26.6,37.3
2024-08-13,Austin,92,23.7,59.53,48.88,35.41,2.085,14.89,5.7,67.9
2024-12-03,New York,135,30.47,70.38,61.23,40.74,2.147,14.33,11.0,94.0
2023-06-05,Chicago,125,25.36,59.18,74.66,45.81,1.938,11.91,21.2,42.6
2024-07-30,Phoenix,109,26.12,52.28,41.02,42.52,2.646,16.59,17.8,86.5
2023-03-29,Houston,156,39.78,90.59,94.65,48.84,3.133,13.5,32.4,28.4
2023-05-02,Dallas,140,33.61,74.85,66.94,46.7,2.768,15.51,25.0,32.9
2024-03-02,San Jose,118,22.6,50.88,79.79,38.31,2.11,11.26,,35.2
2024-09-02,Fort Worth,114,25.87,57.56,60.96,41.59,,14.35,10.3,87.1
2024-09-25,Houston,95,26.62,56.41,57.91,53.76,2.468,19.28,2.8,93.9
2024-06-19,San Antonio,100,26.26,56.81,65.59,44.46,2.34,13.52,21.4,39.7
2024-04-06,Charlotte,149,31.64,63.71,89.91,43.07,,13.38,,20.0
2024-03-29,Phoenix,157,30.35,70.97,102.85,,2.556,16.4,34.0,33.8
2024-08-25,San Antonio,83,21.79,47.19,63.49,35.99,2.279,17.57,-0.8,85.2
2023-11-09,San Jose,69,17.1,34.52,44.82,34.94,1.367,12.0,-0.0,82.2
2024-09-27,New York,104,22.32,53.72,42.54,52.52,2.703,18.95,-3.0,74.5
2024-09-16,Jacksonville,98,19.71,40.85,49.98,44.06,1.599,16.8,3.6,89.0
2023-04-12,Fort Worth,130,30.89,71.61,73.42,50.6,2.218,13.93,25.1,31.5
2023-08-01,Austin,93,24.74,48.49,36.87,36.18,2.299,11.5,5.3,77.5
2023-08-05,Phoenix,95,22.36,47.73,47.06,45.58,2.182,19.89,11.0,60.7
2024-11-07,Los Angeles,129,30.83,66.62,57.42,53.92,3.004,19.48,-3.6,91.6
2023-10-23,San Diego,75,19.76,34.31,61.31,34.74,2.022,12.64,3.7,83.0
2023-06-10,Houston,146,33.36,78.91,74.26,46.21,2.565,19.54,21.0,58.9
2023-06-27,Dallas,106,27.83,59.69,54.94,37.78,2.667,20.51,17.0,60.2
2023-03-18,Chicago,129,29.15,71.99,91.92,50.28,1.635,16.17,30.9,21.3
2023-01-03,San Antonio,110,26.01,62.18,64.91,43.33,1.961,12.1,17.6,63.2
2024-04-06,Jacksonville,109,24.27,52.15,72.16,35.97,1.567,7.57,28.4,21.8
2024-08-31,San Diego,86,19.69,48.95,54.14,42.62,1.685,12.97,-3.9,76.7
2023-10-26,New York,74,22.48,45.33,51.77,37.8,2.362,17.3,12.0,88.0
2024-08-24,Jacksonville,112,23.94,61.62,59.54,40.01,1.774,18.55,,72.5
2023-08-26,Phoenix,123,28.57,61.49,54.4,58.52,2.432,19.52,3.0,81.7
2024-12-24,Phoenix,119,28.35,,55.02,49.92,2.427,,19.1,64.2
2024-12-20,Columbus,91,23.16,48.04,59.36,43.49,1.776,12.34,10.8,59.3
2024-04-09,Los Angeles,159,33.82,84.98,101.35,58.11,3.423,13.67,27.9,26.2
2024-12-04,Houston,119,28.17,67.39,53.33,45.71,2.324,21.24,11.4,71.4
2023-09-28,Fort Worth,123,25.5,53.79,52.77,44.11,2.157,12.06,7.1,95.8
2024-10-02,San Jose,62,14.27,31.41,53.49,26.91,1.394,18.57,-2.6,89.0
2024-11-08,Fort Worth,94,20.56,43.28,57.47,41.91,1.777,15.13,-5.7,92.4
2023-07-22,San Antonio,118,28.89,67.81,56.07,44.12,1.976,,9.0,60.3
2023-04-28,Dallas,118,28.84,60.25,78.94,46.37,1.994,17.19,24.8,38.6
2023-08-19,Austin,97,23.01,47.01,64.4,33.97,1.842,17.33,1.5,88.3
2023-06-02,Charlotte,122,27.76,58.13,75.47,46.25,1.855,12.72,23.5,38.1
2023-09-30,Columbus,109,23.55,41.35,50.24,34.26,2.184,15.52,12.5,75.6
2023-05-26,Los Angeles,137,32.57,85.14,72.25,48.88,2.799,19.69,23.2,39.0
2023-03-03,Chicago,127,30.91,67.19,92.69,47.02,2.344,13.43,40.2,29.4
2023-11-11,San Jose,93,21.46,43.55,37.3,41.57,1.133,15.89,-2.8,89.2
2024-08-05,Charlotte,93,23.25,53.69,42.64,42.32,2.176,9.72,7.4,68.4
2023-10-23,San Diego,75,19.76,34.31,61.31,34.74,2.022,12.64,3.7,83.0
2023-05-08,San Diego,,19.72,39.12,75.35,38.54,1.376,10.38,26.8,34.1
2024-12-06,Phoenix,88,18.47,51.63,68.56,48.27,3.217,20.18,20.3,63.3
2024-12-17,San Antonio,111,29.88,62.74,61.07,,1.871,13.29,21.4,80.5
2023-10-06,Dallas,116,25.94,59.36,49.7,49.64,2.142,16.24,5.4,84.4
2024-07-06,San Diego,86,22.1,45.86,50.92,34.38,1.451,11.56,11.4,61.0
2024-03-24,Los Angeles,135,33.87,74.53,113.65,52.44,2.56,18.03,38.1,26.7
2024-09-04,New York,104,24.21,48.45,49.67,48.52,2.236,12.38,-2.5,95.5
2024-03-18,Jacksonville,140,26.78,66.43,103.69,32.55,1.642,15.98,35.8,32.9
2023-11-27,San Jose,83,22.73,43.61,39.09,33.98,1.639,14.32,6.5,80.6
2023-09-14,New York,79,20.17,45.5,52.57,42.75,2.977,13.12,0.7,90.5
2023-04-04,Houston,153,34.56,84.88,70.64,51.39,1.923,18.54,24.8,34.3
2024-11-21,Columbus,92,21.87,50.1,49.65,34.6,2.0,12.66,10.1,88.3
2024-08-12,San Jose,98,23.47,42.18,51.3,38.76,1.866,7.23,7.0,73.2
2023-01-22,Fort Worth,134,29.64,66.41,78.24,42.78,2.187,10.44,17.7,55.6
2024-11-19,Columbus,98,26.43,58.16,50.46,36.26,1.826,17.63,10.8,
2023-10-03,San Jose,86,20.63,50.25,51.49,35.85,1.376,16.7,4.5,94.3
2023-02-11,Fort Worth,121,25.78,64.45,70.33,40.7,2.461,11.74,23.0,33.0
2023-06-29,San Diego,77,18.1,41.59,43.65,36.81,1.748,10.3,13.8,51.3
2024-06-15,Austin,105,21.9,56.51,49.44,35.3,2.55,17.0,14.0,49.9
2024-03-28,Charlotte,115,24.33,62.94,82.9,40.94,2.282,16.19,23.2,31.4
2023-10-12,Chicago,109,26.38,49.38,64.86,50.18,2.555,12.32,8.5,84.7
2024-08-22,San Antonio,91,20.09,49.89,45.4,33.98,2.325,19.19,2.8,96.2
2024-10-12,Columbus,68,13.07,36.33,63.19,38.97,2.25,13.65,9.9,95.4
